companycode	account	profitcenter	class	acc description	periodenddate	postingdate	documentdate	documentnumber	ccy1	ccy1amt	ccy2	ccy2amt	ccy3	ccy3amt	username	assignment	documenttype	text
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055963	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055963	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055964	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055964	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055965	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055965	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055966	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055966	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055967	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055967	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055968	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055968	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055969	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055969	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055970	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055970	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055971	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055971	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055972	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055972	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056388	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055987	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055988	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055988	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055989	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055989	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055990	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055990	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055991	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055991	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055992	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055992	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055993	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055993	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055994	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055994	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055995	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055995	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055996	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055996	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055997	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055997	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055998	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055998	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056389	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056389	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056390	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056390	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056391	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056391	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056392	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056392	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056393	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056393	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056394	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056394	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056395	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055982	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055983	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055983	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055984	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055984	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055985	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055985	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055986	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055986	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055987	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056384	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056369	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056370	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056370	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056371	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056371	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056372	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056372	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056373	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056373	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056374	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056374	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056375	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056375	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056376	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056376	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056377	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055943	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055943	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055944	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055944	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055945	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055945	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055946	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055936	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055936	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055937	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055937	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055938	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055935	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055935	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055934	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055934	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055933	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055933	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055938	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055939	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055939	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055940	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055940	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055941	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055941	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055942	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055942	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056368	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056368	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056369	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055946	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055958	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055959	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100055959	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055960	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055960	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055961	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055961	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055962	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100055962	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056377	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056378	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056378	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056379	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056379	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056380	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056380	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056381	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-03-2019	09-02-2019	100056381	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	AB	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056382	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056382	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
1000	750040		0L	INTER COMPANY REVENUE A/C	9/30/2019	09-02-2019	09-02-2019	100056383	INR	1000	USD	1000	USD	1000	AMSJE02	20190902	SA	
